id_cliente,mes,reclamos,consultas,nps_promedio
CLI04750,2023-05-01,1,0,27.9
CLI04750,2025-02-01,0,0,26.5
CLI04750,2025-06-01,0,1,1.9
CLI04750,2025-09-01,1,0,33.0
CLI04750,2025-12-01,0,0,21.3
CLI04751,2022-07-01,1,1,-11.4
CLI04751,2023-12-01,0,0,56.5
CLI04751,2024-07-01,1,0,44.7
CLI04752,2024-10-01,0,0,19.9
CLI04752,2024-11-01,5,3,15.1
CLI04752,2024-12-01,3,0,-0.5
CLI04752,2025-05-01,1,1,62.6
CLI04753,2023-08-01,2,1,-5.3
CLI04753,2023-09-01,2,2,11.9
CLI04753,2024-07-01,0,1,92.4
CLI04754,2025-07-01,0,2,29.2
CLI04755,2025-01-01,1,0,-31.6
CLI04755,2025-02-01,4,2,-18.7
CLI04755,2025-04-01,0,1,-28.5
CLI04755,2025-07-01,1,2,-14.5
CLI04757,2022-07-01,0,0,58.0
CLI04757,2023-01-01,0,1,88.8
CLI04758,2025-07-01,1,0,-44.3
CLI04760,2025-10-01,0,1,79.3
CLI04761,2025-01-01,3,1,1.6
CLI04762,2024-09-01,0,1,28.3
CLI04762,2025-04-01,2,1,-11.7
CLI04762,2025-06-01,1,1,-31.1
CLI04762,2025-11-01,0,1,10.2
CLI04763,2023-11-01,0,0,20.8
CLI04763,2024-07-01,0,1,36.1
CLI04763,2025-11-01,0,1,42.9
CLI04764,2024-01-01,0,0,57.3
CLI04764,2025-08-01,2,1,1.1
CLI04765,2023-08-01,0,1,73.6
CLI04765,2024-11-01,1,1,78.4
CLI04765,2025-03-01,0,2,81.9
CLI04765,2025-05-01,1,0,-30.0
CLI04767,2023-12-01,2,1,-20.1
CLI04769,2024-10-01,3,1,-28.6
CLI04769,2025-04-01,2,0,76.5
CLI04769,2025-08-01,0,0,79.5
CLI04769,2025-09-01,0,0,40.1
CLI04770,2023-10-01,1,0,18.6
CLI04771,2024-05-01,0,0,17.2
CLI04771,2025-07-01,0,2,76.6
CLI04772,2025-07-01,1,2,-80.5
CLI04773,2023-11-01,1,2,32.2
CLI04773,2025-02-01,1,0,25.5
CLI04773,2025-06-01,0,3,3.5
CLI04773,2025-08-01,3,0,-45.4
CLI04774,2023-07-01,0,1,100.0
CLI04774,2024-09-01,1,0,61.9
CLI04774,2024-11-01,0,0,34.3
CLI04774,2025-08-01,5,3,-25.3
CLI04775,2023-08-01,0,1,12.7
CLI04775,2024-01-01,2,0,2.0
CLI04776,2022-12-01,1,0,70.8
CLI04776,2023-07-01,0,0,49.4
CLI04776,2023-09-01,0,1,55.4
CLI04776,2024-12-01,0,1,14.6
CLI04776,2025-04-01,0,1,0.9
CLI04776,2025-05-01,1,0,27.1
CLI04776,2025-11-01,0,0,43.8
CLI04777,2024-03-01,0,0,52.5
CLI04777,2025-01-01,2,0,-9.2
CLI04777,2025-02-01,1,2,-17.7
CLI04777,2025-04-01,1,2,-6.0
CLI04778,2023-02-01,0,2,36.5
CLI04778,2025-01-01,0,1,-5.3
CLI04781,2023-09-01,2,1,0.2
CLI04781,2023-11-01,1,0,11.4
CLI04781,2024-02-01,1,0,44.6
CLI04781,2024-03-01,0,0,30.6
CLI04781,2025-03-01,0,1,71.8
CLI04782,2024-02-01,1,2,28.3
CLI04782,2025-01-01,2,0,67.5
CLI04783,2025-05-01,3,2,-47.4
CLI04783,2025-08-01,4,1,-36.2
CLI04784,2024-07-01,1,0,-18.7
CLI04784,2024-09-01,3,2,-49.9
CLI04785,2024-09-01,1,1,27.6
CLI04786,2025-02-01,2,2,75.3
CLI04787,2025-02-01,2,2,57.0
CLI04787,2025-06-01,2,1,48.0
CLI04788,2024-01-01,0,2,60.6
CLI04789,2024-05-01,0,2,58.9
CLI04789,2024-11-01,2,0,38.0
CLI04789,2025-01-01,1,1,-20.8
CLI04790,2024-02-01,1,1,58.8
CLI04790,2024-09-01,1,0,71.0
CLI04790,2025-01-01,0,0,45.5
CLI04790,2025-03-01,0,1,-50.4
CLI04790,2025-05-01,0,0,0.1
CLI04791,2023-11-01,0,1,74.2
CLI04792,2023-05-01,0,0,73.7
CLI04792,2023-11-01,0,2,76.0
CLI04792,2024-06-01,0,0,51.0
CLI04792,2024-09-01,1,0,34.4
CLI04792,2025-02-01,0,1,80.9
CLI04793,2024-03-01,0,0,64.5
CLI04793,2024-08-01,1,1,-12.4
CLI04793,2025-05-01,0,3,43.0
CLI04793,2025-06-01,0,0,55.9
CLI04794,2025-02-01,1,0,41.6
CLI04794,2025-03-01,1,1,-49.1
CLI04794,2025-04-01,5,1,-43.0
CLI04795,2023-11-01,0,0,49.5
CLI04796,2025-01-01,0,0,-46.4
CLI04796,2025-04-01,2,3,-29.2
CLI04797,2023-11-01,0,1,50.7
CLI04798,2023-05-01,0,0,74.5
CLI04798,2023-08-01,1,1,66.0
CLI04798,2023-11-01,0,1,12.7
CLI04798,2023-12-01,2,0,26.9
CLI04798,2024-11-01,0,0,77.6
CLI04798,2025-10-01,1,3,21.3
CLI04799,2025-02-01,1,2,-52.4
CLI04799,2025-05-01,4,1,-63.4
CLI04799,2025-11-01,0,0,36.0
CLI04800,2025-12-01,1,2,5.8
CLI04801,2023-12-01,0,2,54.4
CLI04801,2024-09-01,1,2,-76.1
CLI04801,2024-10-01,1,2,20.4
CLI04801,2024-11-01,3,3,-9.2
CLI04802,2024-04-01,0,1,17.9
CLI04802,2025-04-01,0,1,-13.1
CLI04803,2024-02-01,1,0,53.6
CLI04803,2024-03-01,0,0,62.8
CLI04803,2025-06-01,1,1,-28.6
CLI04803,2025-09-01,0,3,88.3
CLI04804,2024-07-01,0,1,99.8
CLI04805,2025-04-01,0,0,48.2
CLI04806,2024-06-01,0,2,-39.3
CLI04807,2024-04-01,0,0,35.2
CLI04807,2024-07-01,0,1,14.0
CLI04809,2024-11-01,1,0,-56.8
CLI04811,2022-12-01,0,2,-22.0
CLI04811,2024-01-01,0,0,51.5
CLI04811,2024-12-01,4,3,-0.6
CLI04813,2024-01-01,1,2,-18.5
CLI04813,2024-03-01,1,1,-2.4
CLI04813,2024-07-01,0,0,49.3
CLI04814,2024-06-01,0,0,50.4
CLI04814,2024-12-01,0,0,53.9
CLI04814,2025-05-01,1,0,59.0
CLI04814,2025-11-01,0,1,27.1
CLI04815,2024-06-01,3,0,-35.2
CLI04815,2025-02-01,0,1,92.0
CLI04816,2023-05-01,0,3,44.3
CLI04816,2024-01-01,1,3,-17.5
CLI04816,2024-02-01,1,2,-100.0
CLI04817,2025-06-01,1,1,50.1
CLI04818,2025-05-01,1,2,12.1
CLI04818,2025-06-01,1,1,-37.3
CLI04818,2025-07-01,4,2,65.1
CLI04819,2023-07-01,0,1,53.3
CLI04819,2025-01-01,0,0,10.7
CLI04819,2025-09-01,0,0,66.1
CLI04820,2024-03-01,2,0,-17.6
CLI04820,2024-04-01,4,3,-24.1
CLI04820,2024-06-01,2,1,-29.3
CLI04820,2025-07-01,0,0,56.1
CLI04821,2022-05-01,1,1,30.4
CLI04821,2024-11-01,5,1,-13.6
CLI04822,2022-11-01,0,0,49.9
CLI04822,2023-09-01,0,0,51.2
CLI04822,2024-03-01,0,0,73.1
CLI04822,2024-06-01,0,2,22.9
CLI04822,2024-09-01,1,1,28.6
CLI04823,2024-06-01,0,2,30.6
CLI04823,2025-01-01,0,0,55.8
CLI04823,2025-04-01,1,1,16.9
CLI04823,2025-05-01,2,1,-5.4
CLI04823,2025-07-01,0,1,-16.6
CLI04824,2022-08-01,0,0,29.5
CLI04824,2025-07-01,3,1,-20.3
CLI04824,2025-08-01,1,0,-27.0
CLI04824,2025-09-01,2,1,-59.3
CLI04825,2024-10-01,0,2,54.8
CLI04826,2024-09-01,0,0,50.7
CLI04826,2025-02-01,1,2,-55.1
CLI04828,2024-11-01,2,2,-1.0
CLI04828,2024-12-01,1,2,-73.8
CLI04829,2025-05-01,1,2,-20.7
CLI04829,2025-06-01,0,0,-7.0
CLI04829,2025-11-01,0,1,48.2
CLI04830,2023-03-01,0,1,18.7
CLI04830,2023-04-01,1,1,25.7
CLI04830,2023-07-01,0,0,64.5
CLI04830,2025-01-01,0,2,80.9
CLI04831,2024-02-01,0,1,40.3
CLI04831,2025-02-01,2,2,-20.0
CLI04831,2025-04-01,3,1,-0.4
CLI04831,2025-05-01,0,1,-13.2
CLI04832,2022-12-01,0,0,45.3
CLI04832,2023-03-01,0,2,26.2
CLI04832,2024-08-01,0,1,7.7
CLI04832,2025-07-01,4,2,-64.9
CLI04833,2024-10-01,2,1,18.5
CLI04833,2025-05-01,1,1,-22.3
CLI04833,2025-06-01,1,1,-16.5
CLI04834,2023-02-01,4,1,-22.1
CLI04834,2023-08-01,0,2,36.9
CLI04834,2025-11-01,1,0,82.7
CLI04835,2023-11-01,0,0,52.9
CLI04835,2024-03-01,0,2,31.3
CLI04835,2025-04-01,2,0,20.3
CLI04835,2025-05-01,3,2,-16.2
CLI04836,2023-01-01,0,1,64.1
CLI04836,2024-07-01,0,0,57.7
CLI04836,2025-08-01,1,1,-18.1
CLI04837,2024-11-01,1,0,-23.4
CLI04837,2024-12-01,0,0,42.8
CLI04837,2025-06-01,0,0,70.1
CLI04838,2023-03-01,0,0,55.6
CLI04838,2024-07-01,0,0,29.1
CLI04838,2025-02-01,1,0,0.7
CLI04839,2025-06-01,0,0,7.1
CLI04839,2025-09-01,1,0,-10.4
CLI04839,2025-12-01,1,2,14.3
CLI04840,2023-06-01,0,1,54.2
CLI04840,2024-07-01,2,2,-62.3
CLI04840,2024-08-01,1,2,-84.1
CLI04840,2024-12-01,1,1,40.4
CLI04840,2025-03-01,0,2,33.4
CLI04840,2025-11-01,0,0,73.5
CLI04841,2023-12-01,1,1,67.4
CLI04841,2025-03-01,3,1,-9.8
CLI04841,2025-05-01,0,1,22.4
CLI04841,2025-06-01,1,2,71.0
CLI04844,2023-06-01,0,2,54.0
CLI04845,2024-08-01,0,0,42.6
CLI04845,2025-02-01,2,1,4.3
CLI04845,2025-03-01,0,1,-22.5
CLI04845,2025-05-01,5,2,-16.4
CLI04845,2025-11-01,1,0,65.5
CLI04846,2023-01-01,1,0,46.8
CLI04846,2024-06-01,1,0,-45.1
CLI04846,2024-07-01,4,1,-23.2
CLI04847,2024-01-01,0,1,52.2
CLI04847,2024-09-01,0,0,-4.9
CLI04847,2025-01-01,3,0,-7.1
CLI04848,2024-08-01,0,0,31.6
CLI04848,2025-05-01,3,0,-31.1
CLI04848,2025-06-01,4,0,-25.7
CLI04849,2025-02-01,1,2,-23.2
CLI04849,2025-03-01,2,0,22.1
CLI04850,2024-11-01,2,4,8.1
CLI04851,2023-01-01,1,2,35.0
CLI04851,2023-09-01,0,0,59.6
CLI04851,2025-05-01,0,0,-28.7
CLI04851,2025-08-01,1,0,14.8
CLI04851,2025-10-01,0,2,69.4
CLI04851,2025-12-01,0,1,-10.6
CLI04852,2023-02-01,1,0,51.7
CLI04852,2025-06-01,2,1,-23.1
CLI04852,2025-11-01,0,2,28.8
CLI04853,2023-06-01,0,1,66.5
CLI04853,2025-11-01,0,1,53.4
CLI04854,2024-07-01,1,0,-35.7
CLI04854,2024-08-01,2,1,-53.7
CLI04854,2024-10-01,0,3,14.2
CLI04854,2025-08-01,0,2,92.6
CLI04855,2023-09-01,0,0,49.5
CLI04855,2024-05-01,0,1,17.8
CLI04856,2024-06-01,3,1,-28.1
CLI04856,2024-08-01,2,1,-8.6
CLI04857,2024-06-01,0,0,54.1
CLI04857,2024-07-01,0,1,71.4
CLI04857,2025-04-01,1,0,1.4
CLI04857,2025-06-01,0,1,49.7
CLI04858,2023-03-01,0,0,97.4
CLI04858,2025-03-01,2,1,-18.4
CLI04859,2022-10-01,1,0,46.6
CLI04859,2024-07-01,0,1,60.2
CLI04859,2025-06-01,1,0,70.8
CLI04860,2024-08-01,0,0,88.7
CLI04860,2024-11-01,0,0,59.2
CLI04860,2025-01-01,3,3,21.3
CLI04861,2024-11-01,2,2,-14.4
CLI04861,2024-12-01,2,0,7.7
CLI04862,2023-05-01,1,0,-9.3
CLI04862,2023-08-01,0,2,-3.2
CLI04862,2025-01-01,0,1,41.1
CLI04863,2024-04-01,0,0,52.2
CLI04863,2024-10-01,0,1,44.7
CLI04863,2025-07-01,0,3,68.7
CLI04864,2023-07-01,0,0,83.5
CLI04864,2025-03-01,0,1,55.5
CLI04865,2023-06-01,0,0,55.9
CLI04865,2023-08-01,0,0,100.0
CLI04865,2024-06-01,0,1,-7.2
CLI04865,2024-07-01,0,1,9.7
CLI04866,2022-10-01,1,2,-32.3
CLI04866,2023-02-01,1,0,14.6
CLI04866,2024-11-01,1,1,52.6
CLI04866,2025-02-01,0,0,54.7
CLI04867,2022-09-01,0,0,59.8
CLI04867,2023-03-01,0,0,22.6
CLI04867,2023-04-01,0,1,34.3
CLI04867,2025-06-01,0,0,-51.7
CLI04868,2024-02-01,0,1,59.2
CLI04869,2022-12-01,0,1,75.6
CLI04869,2025-03-01,2,2,-32.1
CLI04870,2023-08-01,1,0,89.0
CLI04871,2025-03-01,0,1,72.5
CLI04873,2025-11-01,0,1,-17.2
CLI04874,2023-05-01,0,1,8.7
CLI04874,2024-03-01,0,1,19.9
CLI04874,2024-04-01,0,1,29.3
CLI04874,2025-11-01,0,1,60.9
CLI04876,2025-10-01,0,0,35.2
CLI04877,2025-03-01,0,1,45.3
CLI04877,2025-11-01,0,1,60.1
CLI04878,2024-05-01,0,1,44.1
CLI04878,2024-10-01,0,0,36.0
CLI04878,2025-01-01,0,0,15.3
CLI04879,2024-09-01,0,0,35.0
CLI04879,2025-04-01,0,1,5.7
CLI04879,2025-12-01,0,1,47.4
CLI04880,2023-04-01,1,0,17.5
CLI04880,2023-05-01,1,0,-14.7
CLI04880,2023-06-01,1,1,6.3
CLI04880,2024-02-01,0,0,39.7
CLI04881,2023-01-01,0,0,63.1
CLI04881,2024-06-01,0,2,58.0
CLI04881,2025-04-01,0,2,59.4
CLI04881,2025-11-01,1,1,78.7
CLI04882,2024-03-01,0,1,-28.1
CLI04882,2024-05-01,2,0,-8.8
CLI04882,2025-05-01,2,0,65.3
CLI04883,2023-01-01,0,1,7.6
CLI04883,2023-12-01,0,1,44.0
CLI04883,2024-09-01,0,1,95.6
CLI04883,2025-01-01,0,0,24.0
CLI04883,2025-07-01,4,0,1.7
CLI04884,2025-03-01,0,1,35.7
CLI04885,2023-09-01,0,1,42.6
CLI04885,2024-10-01,2,1,-3.7
CLI04885,2025-01-01,0,1,32.5
CLI04885,2025-05-01,0,0,54.5
CLI04885,2025-11-01,0,1,69.5
CLI04886,2023-09-01,3,0,-49.1
CLI04886,2023-10-01,0,2,30.9
CLI04886,2023-11-01,2,2,7.3
CLI04886,2023-12-01,0,1,-32.6
CLI04886,2025-09-01,1,1,22.3
CLI04886,2025-12-01,0,1,40.0
CLI04887,2025-04-01,2,1,-7.9
CLI04887,2025-07-01,0,0,51.2
CLI04888,2023-06-01,0,1,54.4
CLI04888,2024-01-01,1,1,38.5
CLI04888,2024-02-01,4,1,-31.4
CLI04888,2024-08-01,0,0,30.4
CLI04890,2022-06-01,0,0,78.4
CLI04890,2024-09-01,0,1,50.6
CLI04890,2025-03-01,1,1,27.2
CLI04890,2025-05-01,1,2,-6.0
CLI04891,2025-05-01,2,2,-0.8
CLI04891,2025-11-01,0,1,98.1
CLI04891,2025-12-01,0,0,19.3
CLI04892,2023-02-01,0,1,49.7
CLI04892,2024-05-01,0,0,36.0
CLI04892,2025-06-01,0,2,-21.3
CLI04892,2025-07-01,1,1,-20.6
CLI04893,2024-12-01,2,1,-17.0
CLI04895,2024-09-01,0,1,29.0
CLI04896,2023-02-01,0,0,60.0
CLI04896,2024-01-01,0,0,49.1
CLI04896,2024-04-01,0,0,42.3
CLI04896,2025-07-01,0,1,7.3
CLI04896,2025-11-01,0,1,18.7
CLI04896,2025-12-01,1,1,56.3
CLI04897,2024-09-01,0,0,-20.9
CLI04898,2025-05-01,2,1,-31.2
CLI04898,2025-07-01,0,0,-41.8
CLI04898,2025-08-01,1,2,7.9
CLI04898,2025-12-01,0,2,52.3
CLI04899,2024-06-01,0,1,25.2
CLI04900,2023-09-01,3,1,20.0
CLI04900,2023-10-01,1,1,-6.0
CLI04900,2024-04-01,0,1,41.4
CLI04901,2023-03-01,0,0,11.0
CLI04901,2023-07-01,2,1,27.9
CLI04901,2023-10-01,0,1,73.1
CLI04901,2025-09-01,0,0,73.0
CLI04902,2024-03-01,0,1,22.2
CLI04902,2024-12-01,0,0,74.9
CLI04902,2025-09-01,0,0,60.2
CLI04903,2023-12-01,1,1,40.3
CLI04903,2025-04-01,3,0,-19.3
CLI04904,2023-12-01,1,0,32.4
CLI04904,2024-05-01,1,1,24.8
CLI04904,2025-03-01,1,1,43.6
CLI04904,2025-04-01,0,1,3.9
CLI04905,2024-04-01,0,3,63.5
CLI04906,2025-02-01,0,0,15.5
CLI04907,2024-05-01,0,1,37.1
CLI04907,2024-09-01,1,1,-46.8
CLI04907,2025-02-01,0,2,6.8
CLI04909,2023-07-01,2,2,32.9
CLI04909,2025-10-01,0,1,33.6
CLI04910,2024-04-01,0,0,62.6
CLI04910,2025-04-01,3,1,-21.7
CLI04910,2025-09-01,0,1,21.8
CLI04911,2023-08-01,2,0,77.3
CLI04911,2024-05-01,0,0,21.8
CLI04911,2024-11-01,1,2,-11.9
CLI04911,2025-05-01,0,0,42.8
CLI04912,2024-12-01,0,1,64.3
CLI04912,2025-02-01,1,1,1.4
CLI04912,2025-04-01,1,2,-34.4
CLI04913,2023-11-01,0,1,-3.0
CLI04913,2025-02-01,0,0,24.4
CLI04914,2025-03-01,1,1,29.9
CLI04914,2025-06-01,2,0,-14.6
CLI04915,2023-08-01,0,1,33.0
CLI04915,2024-11-01,0,0,71.4
CLI04916,2023-05-01,0,0,39.7
CLI04916,2024-02-01,1,0,100.0
CLI04916,2024-05-01,0,0,25.6
CLI04916,2025-01-01,1,3,-20.3
CLI04917,2023-07-01,0,1,2.7
CLI04917,2025-04-01,2,2,-9.4
CLI04917,2025-06-01,2,2,18.5
CLI04917,2025-10-01,0,0,48.1
CLI04917,2025-11-01,2,0,90.4
CLI04918,2024-02-01,0,1,53.2
CLI04918,2024-05-01,1,2,-10.8
CLI04919,2024-11-01,1,1,43.4
CLI04919,2025-02-01,2,3,-10.0
CLI04919,2025-03-01,0,1,-21.3
CLI04920,2024-11-01,2,0,14.5
CLI04921,2023-09-01,0,1,93.0
CLI04921,2024-06-01,0,0,87.0
CLI04922,2023-09-01,0,1,57.2
CLI04922,2024-11-01,0,1,69.5
CLI04922,2025-05-01,4,0,-6.3
CLI04922,2025-09-01,1,0,30.0
CLI04923,2023-02-01,0,2,98.9
CLI04923,2023-10-01,0,2,45.5
CLI04923,2024-05-01,1,0,54.5
CLI04923,2024-12-01,0,0,35.9
CLI04923,2025-04-01,0,0,-19.9
CLI04924,2025-01-01,2,2,-60.8
CLI04924,2025-04-01,2,0,62.4
CLI04925,2024-07-01,0,0,47.4
CLI04925,2025-03-01,1,1,-39.3
CLI04926,2024-10-01,1,0,19.3
CLI04926,2024-12-01,0,0,2.1
CLI04926,2025-01-01,3,1,6.1
CLI04927,2024-09-01,0,1,100.0
CLI04927,2025-07-01,2,0,48.9
CLI04927,2025-08-01,2,0,-9.3
CLI04928,2024-04-01,2,0,-30.5
CLI04928,2024-07-01,0,0,-30.4
CLI04928,2024-08-01,0,1,73.2
CLI04928,2025-10-01,0,0,85.5
CLI04930,2023-11-01,0,1,78.5
CLI04930,2025-11-01,0,0,49.9
CLI04931,2023-10-01,1,0,72.4
CLI04931,2024-01-01,0,0,21.6
CLI04931,2024-04-01,0,0,72.9
CLI04932,2024-04-01,0,2,17.2
CLI04932,2024-08-01,0,1,42.0
CLI04932,2025-02-01,0,3,-27.4
CLI04932,2025-03-01,1,0,-12.6
CLI04933,2024-08-01,2,0,1.7
CLI04933,2025-03-01,0,3,-4.3
CLI04933,2025-04-01,1,1,-41.4
CLI04935,2023-04-01,0,0,100.0
CLI04935,2023-08-01,0,0,14.8
CLI04935,2025-07-01,0,1,78.8
CLI04936,2022-06-01,0,0,20.2
CLI04936,2024-02-01,0,0,26.1
CLI04936,2024-10-01,1,0,9.9
CLI04937,2024-01-01,0,2,63.3
CLI04937,2025-04-01,1,0,-10.8
CLI04938,2023-04-01,0,0,-6.0
CLI04938,2024-09-01,0,1,21.8
CLI04938,2025-03-01,0,0,62.4
CLI04938,2025-04-01,4,1,7.9
CLI04939,2025-04-01,3,2,19.2
CLI04939,2025-05-01,3,4,13.4
CLI04939,2025-08-01,0,0,83.6
CLI04940,2022-07-01,0,1,19.0
CLI04940,2022-11-01,1,0,63.0
CLI04940,2024-04-01,0,1,72.9
CLI04940,2024-10-01,0,2,-25.6
CLI04941,2024-12-01,0,0,26.1
CLI04942,2025-02-01,4,2,-32.4
CLI04942,2025-04-01,3,2,-62.9
CLI04943,2024-01-01,0,1,46.3
CLI04943,2025-06-01,4,2,-5.0
CLI04944,2022-12-01,0,2,95.0
CLI04944,2024-02-01,0,0,77.0
CLI04944,2025-04-01,0,1,28.6
CLI04945,2023-10-01,0,0,84.1
CLI04945,2025-05-01,2,0,-8.7
CLI04946,2025-01-01,3,5,-30.1
CLI04946,2025-07-01,0,1,79.3
CLI04947,2023-06-01,0,1,6.8
CLI04947,2024-05-01,2,0,7.4
CLI04948,2023-03-01,1,0,53.4
CLI04948,2023-10-01,2,1,3.4
CLI04948,2024-06-01,0,2,56.6
CLI04949,2023-11-01,0,0,53.6
CLI04949,2024-02-01,2,0,-51.2
CLI04949,2024-03-01,1,1,11.6
CLI04949,2025-11-01,0,1,78.7
CLI04950,2023-08-01,0,0,67.9
CLI04950,2024-04-01,1,2,21.4
CLI04950,2024-05-01,2,0,-65.2
CLI04950,2024-07-01,3,1,27.4
CLI04950,2024-12-01,0,0,-2.7
CLI04950,2025-01-01,0,0,50.6
CLI04951,2023-10-01,2,0,9.1
CLI04951,2024-06-01,1,1,46.7
CLI04951,2025-07-01,0,0,54.6
CLI04952,2025-07-01,1,0,74.3
CLI04953,2023-03-01,1,0,34.6
CLI04953,2024-03-01,0,0,100.0
CLI04954,2023-05-01,0,0,-18.3
CLI04954,2024-12-01,0,0,65.1
CLI04954,2025-07-01,0,3,29.5
CLI04955,2024-11-01,0,1,25.9
CLI04955,2025-08-01,0,2,62.6
CLI04956,2023-12-01,0,0,24.5
CLI04956,2024-09-01,0,0,44.3
CLI04956,2024-10-01,1,1,-45.3
CLI04956,2024-11-01,3,0,12.2
CLI04957,2023-08-01,0,1,75.2
CLI04957,2023-12-01,1,1,52.0
CLI04957,2024-04-01,4,0,0.4
CLI04958,2023-09-01,0,0,55.4
CLI04958,2024-02-01,0,0,74.9
CLI04958,2024-12-01,0,1,-39.8
CLI04958,2025-02-01,3,1,-19.7
CLI04958,2025-11-01,0,0,40.9
CLI04959,2024-03-01,0,0,73.0
CLI04959,2024-10-01,0,2,24.9
CLI04959,2025-08-01,1,3,-16.9
CLI04961,2023-03-01,0,1,23.8
CLI04962,2025-10-01,0,0,31.6
CLI04963,2024-05-01,1,0,-7.8
CLI04964,2024-12-01,3,1,-8.0
CLI04965,2023-07-01,0,1,32.1
CLI04965,2024-12-01,0,0,42.8
CLI04965,2025-12-01,0,0,20.5
CLI04966,2023-12-01,0,0,38.0
CLI04966,2024-04-01,1,2,65.5
CLI04966,2024-10-01,1,1,18.5
CLI04966,2025-03-01,0,2,19.4
CLI04967,2023-06-01,0,0,39.2
CLI04967,2024-08-01,2,1,-35.6
CLI04969,2023-11-01,0,3,-2.4
CLI04971,2022-10-01,0,1,97.8
CLI04971,2023-06-01,0,1,25.2
CLI04971,2024-01-01,0,0,52.1
CLI04971,2024-11-01,3,1,59.9
CLI04972,2025-07-01,0,0,27.3
CLI04973,2025-04-01,0,0,20.4
CLI04974,2024-10-01,1,0,14.4
CLI04976,2022-03-01,0,0,100.0
CLI04976,2023-01-01,1,0,6.7
CLI04976,2023-04-01,0,1,22.1
CLI04976,2025-01-01,4,0,0.1
CLI04977,2025-05-01,3,0,-27.4
CLI04977,2025-07-01,3,2,-54.7
CLI04977,2025-09-01,0,1,26.4
CLI04978,2024-11-01,0,0,26.4
CLI04978,2025-12-01,0,0,47.1
CLI04979,2023-12-01,0,0,21.3
CLI04979,2024-03-01,0,0,100.0
CLI04979,2024-08-01,1,2,29.8
CLI04980,2023-09-01,0,2,28.8
CLI04980,2024-07-01,1,1,32.4
CLI04980,2025-06-01,2,1,-13.0
CLI04980,2025-08-01,1,2,-21.1
CLI04981,2023-03-01,0,0,10.4
CLI04982,2024-05-01,0,1,38.4
CLI04982,2025-04-01,4,3,-4.7
CLI04982,2025-09-01,1,1,46.6
CLI04983,2024-07-01,1,3,-14.2
CLI04983,2024-09-01,1,1,-40.0
CLI04983,2024-12-01,0,0,32.5
CLI04983,2025-03-01,0,0,46.4
CLI04983,2025-07-01,0,0,57.6
CLI04984,2023-05-01,1,0,74.6
CLI04984,2025-02-01,2,3,10.8
CLI04984,2025-03-01,4,1,-5.9
CLI04984,2025-07-01,0,2,75.1
CLI04985,2024-10-01,1,1,6.5
CLI04986,2025-05-01,2,3,6.4
CLI04987,2024-04-01,0,2,5.5
CLI04987,2025-11-01,3,0,73.5
CLI04988,2024-02-01,0,2,30.2
CLI04988,2024-11-01,1,0,53.9
CLI04989,2024-07-01,0,1,18.6
CLI04989,2025-06-01,0,4,-32.1
CLI04989,2025-08-01,1,2,46.8
CLI04989,2025-09-01,1,0,-7.5
CLI04990,2022-10-01,0,0,31.5
CLI04990,2023-04-01,0,1,15.1
CLI04990,2024-07-01,3,2,26.2
CLI04990,2024-09-01,6,1,-56.1
CLI04991,2022-02-01,1,0,58.0
CLI04991,2022-11-01,0,0,34.4
CLI04991,2023-02-01,0,1,47.7
CLI04991,2023-11-01,0,0,62.1
CLI04991,2024-10-01,3,5,-60.5
CLI04991,2024-11-01,1,1,-20.3
CLI04991,2024-12-01,2,1,23.6
CLI04991,2025-09-01,0,1,57.8
CLI04992,2024-02-01,0,0,49.0
CLI04992,2025-04-01,4,1,-37.4
CLI04992,2025-05-01,1,2,0.5
CLI04992,2025-12-01,0,1,65.2
CLI04993,2025-12-01,1,0,31.0
CLI04994,2024-01-01,2,1,9.0
CLI04994,2024-07-01,0,0,97.9
CLI04994,2025-04-01,1,2,39.8
CLI04994,2025-05-01,2,0,-48.5
CLI04995,2023-02-01,0,2,11.6
CLI04996,2023-03-01,0,2,75.1
CLI04996,2023-11-01,2,0,10.2
CLI04996,2023-12-01,0,0,11.8
CLI04997,2025-05-01,0,2,-52.5
CLI04998,2023-10-01,0,1,30.7
CLI04998,2024-08-01,1,0,39.4
CLI04998,2024-11-01,2,1,12.3
CLI04999,2023-10-01,1,0,44.2
CLI04999,2024-08-01,2,2,-52.4
CLI04999,2025-07-01,0,3,92.9
CLI05000,2024-06-01,0,3,49.2
CLI05000,2025-03-01,1,2,-14.0
CLI05001,2024-11-01,0,1,36.4
CLI05001,2025-02-01,0,0,61.3
CLI05001,2025-06-01,0,1,-57.8
CLI05001,2025-07-01,2,3,-71.7
CLI05002,2023-04-01,1,0,46.1
CLI05002,2024-09-01,1,0,7.4
CLI05002,2025-02-01,0,0,28.4
CLI05002,2025-12-01,1,1,-19.4
CLI05003,2022-12-01,1,1,30.4
CLI05003,2024-05-01,0,1,40.6
CLI05003,2024-11-01,3,1,16.3
CLI05003,2024-12-01,4,0,-21.3
CLI05005,2024-06-01,0,1,44.3
CLI05006,2023-10-01,0,1,32.6
CLI05006,2024-01-01,0,2,60.5
CLI05006,2024-07-01,0,0,75.2
CLI05007,2023-03-01,1,1,68.3
CLI05007,2024-10-01,0,0,58.5
CLI05008,2022-11-01,0,1,28.2
