id_cliente,fecha_inscripcion,nivel,puntos_acumulados,puntos_canjeados,fecha_ultimo_movimiento
CLI03831,2025-07-25,Bronze,6910,2883,2025-11-04
CLI00708,2024-05-15,Bronze,2572,2015,2025-02-21
CLI05376,2025-11-14,Bronze,1662,1156,2025-11-28
CLI06043,2023-08-04,Bronze,305,248,2024-09-09
CLI05105,2023-05-09,Bronze,1002,110,2024-10-22
CLI05603,2024-10-15,Bronze,3620,1931,2024-11-26
CLI03346,2025-03-03,Bronze,4122,1177,2025-09-22
CLI01172,2025-10-09,Bronze,3992,3326,2025-12-09
CLI01456,2023-07-27,Bronze,7892,0,2023-10-11
CLI02777,2025-01-24,Bronze,2103,1834,2025-11-01
CLI04568,2023-11-23,Bronze,437,5,2025-10-31
CLI05751,2023-08-26,Bronze,5843,561,2024-12-18
CLI02677,2022-07-10,Bronze,2264,217,2022-12-30
CLI04266,2022-06-25,Bronze,4964,948,2022-10-10
CLI00327,2024-07-18,Bronze,10014,3101,2024-11-21
CLI04471,2022-09-06,Bronze,2970,1597,2022-11-03
CLI00477,2024-08-07,Bronze,301,6,2025-12-11
CLI03767,2023-10-22,Bronze,7262,1984,2023-12-06
CLI04897,2025-01-30,Bronze,11451,510,2025-04-26
CLI04131,2023-04-14,Bronze,1582,918,
CLI02513,2022-12-31,Bronze,2691,1228,
CLI03778,2024-05-07,Bronze,874,134,2024-10-11
CLI00104,2023-12-17,Bronze,420,281,2024-06-18
CLI06017,2025-03-15,Bronze,302,181,2025-03-22
CLI01420,2023-01-31,Bronze,821,476,2024-06-05
CLI03686,2023-11-01,Bronze,3388,1701,2024-09-29
CLI05043,2024-10-26,Bronze,1413,215,2025-02-01
CLI00524,2023-02-06,Bronze,994,620,2024-12-14
CLI00993,2025-09-28,Bronze,7086,6091,2025-10-09
CLI05372,2023-01-14,Bronze,535,135,2024-09-26
CLI01831,2023-05-29,Bronze,1333,982,2025-10-24
CLI03165,2024-04-11,Bronze,2693,851,2024-08-06
CLI02607,2023-04-26,Bronze,7906,4046,2023-11-03
CLI00731,2025-04-11,Bronze,3227,185,2025-06-05
CLI00067,2023-09-21,Bronze,84,66,2025-08-17
CLI03294,2025-01-28,Bronze,3256,435,2025-04-21
CLI04073,2025-10-05,Silver,14063,3007,2025-11-11
CLI03256,2023-04-03,Bronze,3000,446,2025-11-25
CLI04239,2022-11-20,Bronze,1128,546,2025-05-12
CLI05933,2022-03-08,Silver,14887,21146,2022-05-27
CLI01940,2022-10-06,Bronze,117,95,2025-07-25
CLI02667,2023-12-14,Bronze,185,92,2025-06-17
CLI01397,2024-08-17,Bronze,4431,601,2025-11-06
CLI02869,2023-02-28,Bronze,2228,571,2023-03-25
CLI00752,2025-06-24,Bronze,5351,2063,2025-10-05
CLI00886,2022-07-06,Bronze,2851,1575,
CLI00489,2024-05-02,Bronze,1266,46,2025-03-22
CLI03183,2023-05-27,Silver,17680,7472,
CLI01017,2024-10-11,Bronze,1074,130,2024-12-22
CLI02107,2024-05-11,Bronze,1615,476,2024-11-03
CLI04357,2024-10-09,Bronze,374,166,2025-05-19
CLI02725,2024-01-26,Bronze,419,376,2025-05-31
CLI05702,2022-10-24,Bronze,9524,8010,2023-06-15
CLI03650,2025-12-07,Bronze,3869,198,2025-12-10
CLI02320,2024-12-29,Bronze,5136,3413,2025-10-13
CLI02004,2022-08-09,Bronze,11895,7952,2023-02-26
CLI05280,2024-12-26,Bronze,6777,1303,2025-02-05
CLI03351,2025-03-02,Bronze,10066,2912,2025-05-13
CLI00703,2023-10-30,Bronze,3007,1943,2024-02-24
CLI00618,2023-05-23,Bronze,9091,4641,2024-09-10
CLI01725,2023-12-07,Bronze,1283,958,2024-04-03
CLI00011,2024-04-26,Bronze,7864,1784,2025-05-21
CLI03424,2023-08-31,Bronze,342,135,2023-10-28
CLI02201,2022-04-28,Bronze,2419,1562,
CLI02098,2022-08-29,Bronze,429,152,
CLI00979,2022-04-17,Bronze,1504,733,2023-11-17
CLI02273,2024-01-12,Bronze,4431,1510,2025-03-06
CLI05283,2023-09-05,Bronze,1690,46,2024-10-31
CLI00775,2024-09-21,Bronze,1026,495,2025-06-22
CLI00760,2025-01-21,Bronze,3,0,2025-03-04
CLI03080,2024-02-17,Bronze,8981,2375,2024-07-11
CLI01612,2023-01-19,Bronze,6263,3584,
CLI00937,2022-07-16,Bronze,164,60,
CLI02221,2024-09-02,Bronze,745,263,2024-12-22
CLI04075,2023-05-01,Bronze,2842,400,
CLI02076,2025-09-27,Bronze,3457,756,2025-10-13
CLI04661,2024-01-01,Bronze,4896,1447,2025-10-11
CLI00111,2022-12-14,Silver,13060,8056,
CLI04950,2023-03-21,Bronze,4693,3057,2024-01-03
CLI05155,2023-07-25,Bronze,28,4,2024-06-06
CLI04208,2023-01-29,Bronze,1942,370,2024-06-23
CLI02993,2022-02-16,Bronze,7277,6421,
CLI00491,2022-12-20,Bronze,847,547,2025-03-07
CLI01191,2025-09-18,Bronze,1979,55,2025-11-23
CLI01090,2023-05-27,Bronze,4946,2460,2023-11-20
CLI04410,2025-04-20,Bronze,3724,662,2025-09-13
CLI01480,2023-08-22,Bronze,4134,2948,2025-01-04
CLI04145,2023-11-24,Bronze,364,0,2025-09-23
CLI03500,2025-10-13,Bronze,442,212,2025-10-15
CLI01907,2022-05-16,Bronze,5125,3734,
CLI05323,2023-05-22,Bronze,3780,2997,2025-12-19
CLI03048,2023-06-24,Bronze,1976,1619,2025-09-17
CLI01299,2025-06-23,Bronze,4158,2193,2025-10-10
CLI02073,2025-05-04,Bronze,1902,124,2025-11-28
CLI02744,2024-03-06,Bronze,646,36,2025-04-12
CLI05919,2025-03-29,Bronze,309,243,2025-09-08
CLI00072,2025-11-19,Bronze,4800,4091,2025-12-25
CLI02609,2025-01-25,Bronze,1553,590,2025-09-24
CLI04627,2024-12-29,Bronze,2238,7,2025-02-21
CLI01853,2025-12-04,Bronze,6973,3675,2025-12-09
CLI02728,2022-09-26,Bronze,2709,1799,2025-04-16
CLI01943,2024-06-10,Bronze,704,114,2024-06-12
CLI01255,2022-10-30,Bronze,709,19,2023-06-30
CLI03482,2022-02-25,Bronze,3074,1363,2023-03-08
CLI03088,2023-08-31,Bronze,9567,7368,2025-08-13
CLI00185,2024-09-07,Bronze,2090,665,2024-12-29
CLI04862,2023-11-04,Bronze,6984,689,2024-11-12
CLI00825,2022-04-23,Bronze,4707,4175,
CLI00387,2025-02-15,Bronze,2143,1162,2025-10-03
CLI01720,2022-07-03,Bronze,1569,1169,
CLI00348,2025-07-18,Bronze,506,131,2025-10-09
CLI04693,2024-11-30,Bronze,1002,565,2025-09-12
CLI05380,2024-12-21,Bronze,21,2,2025-05-12
CLI02770,2024-10-24,Bronze,4733,478,2025-05-25
CLI03556,2025-08-04,Bronze,1398,995,2025-09-11
CLI00469,2022-09-04,Bronze,4784,4204,
CLI01419,2022-09-23,Bronze,4329,3376,2023-04-29
CLI04206,2024-02-22,Bronze,4965,6535,2025-07-15
CLI00537,2023-05-21,Bronze,1752,1464,
CLI03562,2025-01-17,Bronze,9851,804,2025-06-09
CLI00342,2024-05-06,Bronze,2225,504,2024-09-16
CLI04948,2025-05-07,Bronze,2136,1230,2025-10-20
CLI01300,2025-05-11,Bronze,2444,1417,2025-08-24
CLI01118,2025-07-01,Bronze,10191,5259,2025-12-01
CLI01996,2025-03-10,Bronze,3434,975,2025-10-30
CLI03578,2024-09-16,Bronze,5706,3190,2025-02-14
CLI01620,2022-02-25,Bronze,4648,621,
CLI04445,2025-07-21,Bronze,1792,758,2025-12-09
CLI03641,2025-11-08,Bronze,4633,2678,2025-11-22
CLI02491,2022-09-26,Bronze,136,57,2024-12-12
CLI04133,2022-10-18,Bronze,1337,1137,2025-11-14
CLI03788,2024-01-24,Bronze,4257,1599,2025-09-12
CLI03264,2022-11-25,Bronze,4909,849,
CLI05774,2022-02-25,Bronze,2016,1342,
CLI01928,2024-11-27,Bronze,2055,1461,2025-06-25
CLI04994,2025-10-21,Bronze,1868,56,2025-11-29
CLI00720,2024-05-11,Bronze,341,41,2025-02-22
CLI05920,2025-03-17,Bronze,948,354,2025-04-13
CLI01084,2022-03-06,Bronze,1959,357,2023-03-17
CLI03454,2024-01-31,Bronze,1923,1184,2024-03-03
CLI02766,2024-02-09,Bronze,11898,4491,2025-07-02
CLI03181,2022-12-24,Bronze,10558,4122,2025-01-12
CLI03810,2024-09-20,Bronze,827,353,2025-06-26
CLI04024,2022-09-19,Bronze,1096,736,2024-05-06
CLI00750,2023-06-20,Bronze,1860,671,2024-05-22
CLI00689,2022-04-19,Bronze,1075,264,2022-06-03
CLI03312,2023-03-26,Bronze,1959,384,
CLI05087,2023-06-10,Bronze,3288,3872,2025-01-18
CLI04472,2023-10-30,Bronze,1485,192,2025-06-15
CLI03017,2022-02-19,Bronze,429,332,
CLI03097,2025-05-17,Bronze,3939,2524,2025-07-20
CLI01559,2023-03-20,Bronze,2031,682,
CLI01082,2025-09-21,Bronze,234,126,2025-10-21
CLI00921,2024-11-04,Bronze,5440,4324,2025-10-04
CLI04996,2022-02-25,Bronze,6576,3585,2025-07-27
CLI01854,2022-07-22,Bronze,304,116,
CLI04226,2023-12-09,Bronze,5755,2208,2025-01-05
CLI05975,2025-12-01,Bronze,10766,8308,2025-12-10
CLI02783,2023-06-03,Bronze,823,403,2023-06-06
CLI00849,2023-01-10,Bronze,813,537,
CLI01604,2024-08-28,Bronze,3929,2769,2025-10-14
CLI04821,2025-04-03,Bronze,912,734,2025-05-19
CLI03041,2022-10-05,Bronze,651,497,2023-09-07
CLI05116,2025-12-20,Bronze,3473,1060,2025-12-27
CLI03263,2022-07-09,Bronze,6412,2221,
CLI05807,2023-11-24,Bronze,4124,397,2025-01-12
CLI05320,2024-07-17,Bronze,4348,3689,2025-01-26
CLI04509,2025-08-15,Bronze,2360,19,2025-08-19
CLI05423,2023-02-21,Silver,20366,10993,2024-11-05
CLI05846,2024-01-06,Bronze,2258,248,2024-06-19
CLI05452,2022-12-04,Bronze,484,385,2025-06-26
CLI02660,2023-05-24,Bronze,453,386,2024-11-09
CLI01295,2022-11-03,Bronze,5142,1870,2022-12-14
CLI02190,2022-07-08,Bronze,5656,1146,
CLI01532,2025-02-06,Bronze,399,132,2025-06-04
CLI03655,2024-11-08,Bronze,976,216,2025-10-12
CLI05850,2025-11-16,Bronze,1186,1065,2025-12-02
CLI01388,2023-10-24,Bronze,154,2,2024-08-20
CLI03446,2023-03-08,Bronze,6129,5348,2025-07-08
CLI02722,2024-09-25,Bronze,2876,377,2025-06-03
CLI02348,2024-01-03,Bronze,10313,4629,2024-06-03
CLI01252,2024-09-25,Bronze,1565,638,2025-04-28
CLI01893,2022-09-13,Bronze,1143,187,
CLI00569,2022-02-26,Bronze,2144,1751,
CLI05586,2025-09-05,Bronze,6520,1633,2025-12-25
CLI02911,2023-09-15,Bronze,4343,2270,2025-11-19
CLI04332,2023-11-08,Bronze,2973,2575,2025-11-09
CLI00437,2025-12-31,Bronze,895,725,2025-12-31
CLI01560,2023-10-24,Bronze,1096,920,2024-06-10
CLI05419,2024-05-09,Bronze,1609,556,2024-12-20
CLI00656,2025-11-07,Bronze,8454,5548,2025-11-30
CLI04692,2023-05-21,Bronze,1950,1213,
CLI00781,2025-12-19,Bronze,3973,768,2025-12-30
CLI04563,2025-09-07,Bronze,6701,2426,2025-09-12
CLI05509,2025-07-04,Silver,12565,9811,2025-08-26
CLI02043,2023-02-08,Bronze,3664,434,2025-08-17
CLI02533,2022-08-19,Bronze,3888,1175,2023-11-25
CLI01198,2024-05-07,Bronze,507,42,2024-07-27
CLI04513,2022-11-21,Bronze,5196,2243,2024-08-01
CLI04368,2025-12-20,Bronze,370,466,2025-12-31
CLI05294,2022-09-28,Bronze,7722,3642,
CLI01988,2024-12-22,Silver,19395,8095,2025-03-08
CLI00846,2025-06-23,Bronze,3695,1364,2025-11-16
CLI00603,2022-06-08,Bronze,1488,24,2022-09-08
CLI02878,2023-08-12,Bronze,6704,3542,2024-06-29
CLI00612,2022-06-01,Bronze,471,236,2024-03-06
CLI05945,2022-01-29,Bronze,7318,5849,2023-10-23
CLI04273,2024-01-21,Bronze,3582,2971,2024-11-13
CLI00109,2022-05-27,Bronze,1249,1100,2022-10-09
CLI06034,2024-05-01,Bronze,2677,2243,2025-05-11
CLI05206,2023-04-25,Bronze,5454,2436,2023-09-12
CLI03018,2023-10-19,Bronze,6191,3444,2024-01-29
CLI02472,2023-02-08,Bronze,7527,6138,2023-03-20
CLI01734,2024-06-30,Bronze,1844,295,2025-09-30
CLI05127,2023-04-25,Bronze,1609,260,2023-11-30
CLI00829,2024-08-20,Bronze,5077,1684,2025-10-28
CLI00152,2024-01-16,Bronze,1476,91,2025-02-08
CLI04658,2022-09-28,Bronze,1846,1397,2024-04-18
CLI01418,2024-01-19,Bronze,2384,594,2025-12-02
CLI04405,2022-12-04,Bronze,3873,2253,2025-12-31
CLI05266,2025-03-12,Bronze,9248,7131,2025-07-17
CLI02085,2024-08-23,Bronze,507,76,2025-01-13
CLI02074,2023-09-23,Bronze,4406,2738,2024-12-21
CLI00783,2023-06-02,Bronze,702,587,2024-04-01
CLI00398,2022-07-23,Bronze,5228,1453,2023-09-09
CLI03054,2025-05-04,Bronze,5284,4028,2025-11-23
CLI00167,2025-05-24,Bronze,9445,1750,2025-10-18
CLI05572,2023-03-17,Bronze,5701,306,
CLI05653,2023-03-21,Bronze,4535,481,2024-02-08
CLI01226,2023-03-25,Bronze,7881,1043,2023-04-29
CLI01797,2024-02-11,Bronze,8633,4442,2025-02-23
CLI04757,2022-10-15,Bronze,810,554,
CLI01643,2022-12-24,Bronze,7352,3628,
CLI05526,2024-11-02,Bronze,6861,4022,2025-10-20
CLI00143,2022-01-21,Bronze,466,342,2024-06-11
CLI01241,2024-12-03,Bronze,4120,3553,2025-05-04
CLI01987,2025-07-04,Silver,13164,6738,2025-12-14
CLI04025,2025-10-13,Bronze,3684,3219,2025-10-25
CLI02453,2025-01-23,Bronze,1722,726,2025-08-15
CLI04750,2023-06-03,Bronze,1178,783,2024-09-22
CLI03759,2022-12-18,Silver,19305,1816,
CLI02462,2025-07-11,Bronze,5079,4513,2025-11-04
CLI03676,2024-06-19,Bronze,8780,34,2024-12-07
CLI02224,2025-03-25,Bronze,5964,2768,2025-10-12
CLI00238,2025-07-03,Bronze,732,74,2025-11-27
CLI00990,2022-04-29,Bronze,788,10,
CLI05068,2022-06-09,Bronze,146,115,2025-11-23
CLI01759,2023-09-05,Bronze,3980,2664,2023-10-18
CLI04301,2025-02-08,Bronze,1574,1201,2025-08-11
CLI01022,2024-08-14,Bronze,2651,1522,2025-08-20
CLI04990,2024-09-04,Bronze,6246,2508,2025-11-15
CLI03095,2023-06-17,Bronze,2809,1839,2025-10-22
CLI00867,2024-10-12,Bronze,1210,6,2025-06-15
CLI03021,2023-06-11,Bronze,942,488,2025-11-12
CLI05503,2023-10-26,Bronze,8457,7162,2024-08-23
CLI03374,2025-03-27,Bronze,5704,3503,2025-09-25
CLI05293,2024-01-02,Bronze,1618,1026,2024-01-25
CLI04371,2023-03-13,Silver,15728,10494,
CLI01698,2025-07-20,Bronze,2879,79,2025-12-30
CLI03505,2023-08-16,Bronze,4519,2520,2024-11-17
CLI02218,2024-07-19,Bronze,10100,8075,2025-05-28
CLI05265,2023-04-24,Bronze,427,126,2024-12-08
CLI00328,2025-02-24,Bronze,871,357,2025-07-28
CLI05606,2024-05-02,Bronze,4783,2698,2025-05-01
CLI05415,2023-08-10,Bronze,6371,477,2025-10-10
CLI01583,2023-06-11,Silver,14714,3430,2024-08-09
CLI00804,2024-12-10,Bronze,1375,584,2024-12-24
CLI05652,2022-02-18,Bronze,1071,236,2024-11-30
CLI05368,2023-01-14,Silver,14991,2751,2023-03-15
CLI01227,2025-11-30,Bronze,2466,1046,2025-12-23
CLI01204,2023-04-13,Bronze,507,386,
CLI02888,2024-08-01,Bronze,4394,2286,2024-12-07
CLI02904,2025-11-30,Bronze,671,529,2025-12-04
CLI01035,2023-11-15,Bronze,3145,1189,2025-05-03
CLI04520,2023-11-12,Bronze,1055,880,2025-05-27
CLI04110,2023-05-09,Bronze,1958,215,2025-09-21
CLI02393,2024-09-19,Bronze,9393,4303,2025-12-13
CLI05677,2023-10-16,Bronze,1034,640,2024-03-16
CLI04517,2022-07-09,Bronze,2726,1084,
CLI00402,2023-04-14,Bronze,4538,916,
CLI05691,2025-12-12,Bronze,5273,2228,2025-12-22
CLI01347,2025-01-02,Bronze,11061,2775,2025-04-09
CLI02392,2025-04-10,Bronze,489,125,2025-08-29
CLI01268,2022-04-21,Bronze,1690,885,2023-04-09
CLI00806,2025-01-08,Bronze,3547,1709,2025-10-11
CLI01444,2022-04-08,Bronze,679,264,2024-06-02
CLI00960,2023-03-14,Bronze,2778,1439,2023-06-20
CLI05817,2023-09-20,Bronze,254,173,2025-09-19
CLI00186,2022-03-04,Bronze,1647,1465,
CLI04708,2023-01-30,Bronze,4239,3759,2023-10-10
CLI02086,2023-08-26,Bronze,2168,697,2024-01-06
CLI03227,2025-10-30,Bronze,6024,2709,2025-11-26
CLI00097,2022-09-08,Bronze,6019,4108,2025-09-21
CLI03987,2023-10-28,Bronze,9266,6037,2024-04-18
CLI05717,2022-11-07,Silver,12684,7852,2025-10-16
CLI02120,2024-07-28,Bronze,1806,1402,2025-11-02
CLI02790,2024-12-19,Bronze,6335,5062,2025-04-17
CLI02928,2022-05-29,Bronze,286,231,2024-07-26
CLI04252,2024-12-07,Bronze,3229,794,2025-11-28
CLI00670,2023-08-05,Bronze,7871,1978,2024-12-18
CLI01753,2025-08-01,Bronze,4498,1484,2025-09-29
CLI00470,2023-09-15,Bronze,3827,3405,2025-05-20
CLI03642,2022-07-29,Bronze,388,326,2024-02-15
CLI04074,2025-12-23,Bronze,3670,2543,2025-12-28
CLI01660,2024-01-15,Bronze,7679,3285,2025-09-25
CLI03239,2025-08-28,Bronze,788,186,2025-09-10
CLI01477,2023-08-27,Bronze,1957,1401,2024-07-28
CLI05791,2023-04-30,Bronze,3851,397,2023-06-06
CLI05262,2024-11-23,Bronze,302,77,2025-04-20
CLI05897,2023-11-20,Bronze,2082,1151,2025-03-04
CLI01378,2025-03-03,Bronze,2334,1178,2025-07-10
CLI04835,2025-05-18,Bronze,5013,3440,2025-07-07
CLI03042,2024-02-26,Bronze,3686,2500,2025-05-23
CLI04248,2022-05-07,Silver,13946,253,
CLI03999,2023-06-11,Bronze,5065,146,2025-07-07
CLI03211,2023-04-14,Bronze,4011,1249,
CLI01222,2023-12-25,Bronze,916,728,2024-09-25
CLI02127,2024-02-21,Bronze,2554,673,2025-01-29
CLI05553,2022-11-10,Bronze,2096,161,2024-03-08
CLI06048,2023-01-02,Bronze,6249,3663,2023-11-22
CLI02423,2022-08-13,Silver,12098,4079,
CLI03901,2022-12-04,Bronze,4077,1446,
CLI05593,2022-12-13,Bronze,2340,452,2025-05-27
CLI05144,2022-09-29,Bronze,1328,397,2024-06-12
CLI00944,2025-03-28,Silver,18944,15141,2025-09-24
CLI04865,2024-11-09,Bronze,1152,184,2025-08-17
CLI03724,2022-11-16,Silver,18641,9195,
CLI00242,2025-10-19,Bronze,1088,584,2025-11-09
CLI01790,2024-08-12,Bronze,366,187,2025-12-31
CLI01927,2023-08-31,Bronze,4724,3302,2023-09-30
CLI03078,2023-01-09,Bronze,2410,916,2024-12-09
CLI02604,2023-07-04,Bronze,4317,3782,2025-12-19
CLI00527,2022-11-13,Bronze,1437,1215,2025-03-07
CLI05877,2022-03-05,Bronze,7604,828,2024-02-12
CLI03664,2024-08-07,Bronze,299,80,2025-10-25
CLI03694,2024-01-30,Bronze,3519,2707,2025-12-02
CLI03785,2025-07-22,Bronze,7722,4291,2025-12-26
CLI02961,2023-03-21,Bronze,4568,2682,
CLI02253,2024-12-27,Bronze,2374,72,2025-10-16
CLI04938,2025-02-28,Silver,14189,3814,2025-09-16
CLI05151,2023-12-27,Bronze,3240,2292,2025-05-18
CLI02137,2022-09-16,Bronze,2015,1728,
CLI05962,2024-06-07,Bronze,3739,2244,2024-10-09
CLI00430,2025-10-25,Bronze,2065,67,2025-11-17
CLI05934,2024-01-19,Bronze,2036,1487,2025-05-30
CLI02067,2023-12-04,Bronze,2450,1333,2025-05-28
CLI02326,2023-01-06,Bronze,155,15,2024-01-16
CLI01929,2025-10-31,Silver,12339,7003,2025-12-25
CLI03030,2023-04-10,Bronze,3107,1448,2024-04-06
CLI03336,2023-03-25,Bronze,1215,351,2023-10-30
CLI02808,2025-11-12,Bronze,3324,436,2025-12-01
CLI05016,2023-07-30,Bronze,401,68,2025-11-20
CLI01479,2024-04-24,Bronze,4598,3346,2024-08-29
CLI00339,2023-09-14,Bronze,1267,129,2025-09-13
CLI02075,2024-09-22,Bronze,3188,133,2025-11-19
CLI02012,2025-09-20,Bronze,7031,5323,2025-11-08
CLI02675,2023-01-31,Bronze,1661,85,2024-06-07
CLI00254,2025-08-12,Bronze,1952,1303,2025-12-26
CLI03222,2022-12-27,Bronze,6209,15,2023-08-13
CLI00321,2024-02-13,Bronze,1579,773,2025-12-24
CLI02049,2024-07-05,Bronze,7356,805,2024-10-04
CLI03859,2024-11-29,Bronze,362,312,2025-07-23
CLI00947,2024-10-10,Bronze,1514,752,2025-01-15
CLI03645,2025-11-06,Bronze,2359,1375,2025-12-04
CLI02456,2022-12-03,Bronze,3374,269,
CLI01085,2024-02-14,Bronze,3550,1854,2024-04-26
CLI04315,2023-03-28,Bronze,2171,1074,2025-03-30
CLI05394,2024-06-04,Bronze,6001,2074,2024-06-14
CLI01192,2023-10-04,Bronze,1154,757,2025-07-17
CLI00621,2024-08-13,Bronze,5607,294,2025-11-12
CLI02099,2023-04-28,Bronze,7288,1578,
CLI00751,2023-04-08,Bronze,11599,8059,2024-09-24
CLI02994,2023-09-18,Bronze,7973,5090,2025-05-20
CLI04152,2023-05-09,Bronze,110,92,2025-02-15
CLI02804,2025-06-29,Bronze,7584,5469,2025-10-18
CLI01798,2024-03-28,Bronze,1046,1396,2025-08-09
CLI01865,2024-12-15,Bronze,2946,453,2025-07-15
CLI03567,2022-10-12,Bronze,726,578,2023-11-14
CLI01959,2023-02-27,Bronze,4576,771,2024-08-08
CLI02296,2025-04-05,Bronze,1442,109,2025-05-31
CLI05174,2024-12-18,Bronze,4094,5000,2025-09-15
CLI01778,2024-07-17,Bronze,165,11,2024-12-17
CLI05207,2024-06-07,Bronze,49,8,2025-04-19
CLI00578,2023-06-24,Bronze,7634,3314,2025-03-12
CLI01668,2024-05-04,Bronze,762,280,2025-07-28
CLI01396,2025-08-15,Bronze,525,219,2025-11-23
CLI05036,2023-02-23,Bronze,483,220,2024-04-07
CLI02184,2022-08-18,Bronze,3845,590,2025-12-01
CLI02755,2025-05-06,Bronze,1036,767,2025-07-22
CLI01806,2023-02-19,Bronze,1446,1122,2023-06-30
CLI02855,2023-10-26,Bronze,3158,2051,2025-05-26
CLI05248,2023-01-19,Bronze,2314,1175,
CLI00271,2023-02-15,Bronze,6275,5279,2025-05-30
CLI00171,2025-01-14,Bronze,5443,1591,2025-06-13
CLI02042,2023-02-21,Bronze,11636,630,
CLI00345,2024-01-22,Bronze,2536,1854,2024-05-13
CLI01234,2023-12-01,Bronze,2161,717,2023-12-02
CLI01816,2024-12-16,Bronze,643,480,2025-09-03
CLI05885,2022-12-15,Bronze,2667,396,
CLI05701,2023-11-26,Bronze,1913,2839,2025-08-23
CLI04992,2023-06-28,Bronze,1310,1056,2024-10-23
CLI05483,2024-09-30,Bronze,3720,2769,2025-03-22
CLI02723,2023-05-13,Bronze,5791,4111,2023-06-18
CLI05217,2025-12-07,Bronze,219,95,2025-12-25
CLI04879,2022-08-19,Bronze,4490,5536,2022-09-03
CLI04581,2024-09-23,Bronze,3046,929,2024-11-07
CLI01497,2022-05-19,Bronze,4729,1515,2022-05-31
CLI04077,2022-04-12,Bronze,91,39,2024-08-10
CLI01276,2024-05-21,Bronze,3453,2521,2025-09-19
CLI01310,2023-09-09,Bronze,11378,5815,2024-02-04
CLI01787,2022-08-14,Bronze,4699,966,2022-12-27
CLI04048,2024-11-09,Bronze,6348,7234,2025-06-03
CLI04190,2025-01-11,Bronze,3638,2928,2025-10-24
CLI02950,2023-10-24,Bronze,3029,718,2024-01-18
CLI05866,2025-10-30,Bronze,5726,529,2025-12-16
CLI01891,2024-09-25,Bronze,5741,7234,2024-12-06
CLI00678,2022-06-15,Bronze,77,26,2022-11-19
CLI04529,2022-08-05,Bronze,842,105,2022-10-02
CLI02171,2024-07-19,Bronze,1646,718,2024-10-30
CLI03574,2024-09-27,Bronze,6140,3466,2025-03-29
CLI02302,2024-05-24,Bronze,11210,9071,2024-12-18
CLI03561,2025-12-04,Bronze,2413,2021,2025-12-18
CLI04168,2022-12-04,Bronze,3632,2164,
CLI02734,2025-07-06,Bronze,75,27,2025-09-27
CLI03644,2024-12-09,Bronze,920,798,2025-01-28
CLI03565,2022-07-18,Bronze,960,643,
CLI00296,2024-02-10,Bronze,10214,5231,2024-04-18
CLI01071,2025-12-27,Bronze,9476,8224,2025-12-30
CLI00054,2024-09-17,Bronze,9,4,2025-09-18
CLI05624,2024-04-26,Bronze,518,331,2024-07-02
CLI03401,2024-10-17,Bronze,7553,3631,2024-10-19
CLI03568,2023-05-25,Silver,13044,7085,
CLI05427,2022-05-29,Bronze,2194,119,2024-06-20
CLI04205,2025-10-13,Bronze,7607,2088,2025-11-11
CLI05891,2022-07-06,Bronze,4268,2453,2024-08-06
CLI03343,2024-08-03,Bronze,6247,3265,2024-09-20
CLI02007,2025-09-05,Bronze,2197,683,2025-09-12
CLI00302,2024-11-17,Bronze,1546,670,2024-12-04
CLI00366,2025-10-20,Bronze,6147,2450,2025-12-07
CLI03718,2025-12-17,Bronze,2109,1240,2025-12-29
CLI00103,2025-02-25,Bronze,10006,3022,2025-08-17
CLI05403,2022-07-02,Bronze,2148,1631,
CLI04819,2022-05-08,Bronze,3861,2283,2025-06-13
CLI02796,2023-06-21,Bronze,7716,5779,2024-02-25
CLI04276,2022-05-11,Bronze,3839,896,2023-11-18
CLI02732,2024-02-26,Bronze,358,251,2025-01-21
CLI03796,2022-02-07,Bronze,20,3,2023-11-11
CLI03960,2024-11-04,Bronze,2363,986,2025-03-07
CLI04408,2024-09-09,Bronze,2782,1983,2025-01-04
CLI03006,2023-07-03,Bronze,11266,644,2024-09-10
CLI05828,2025-03-26,Bronze,1258,573,2025-10-07
CLI01488,2024-03-29,Bronze,6983,574,2025-04-24
CLI04191,2025-03-26,Bronze,2288,284,2025-11-04
CLI04955,2023-07-08,Bronze,1119,448,2023-08-26
CLI00375,2023-02-26,Bronze,1182,455,2025-01-05
CLI01214,2025-05-18,Bronze,3523,121,2025-12-11
CLI00545,2023-09-25,Bronze,367,199,2025-12-01
CLI01352,2023-05-23,Bronze,4821,3047,2023-07-11
CLI00292,2025-03-05,Bronze,3580,2764,2025-08-29
CLI04907,2025-08-16,Bronze,1170,823,2025-08-20
CLI00390,2025-04-02,Bronze,2087,783,2025-04-06
CLI02870,2023-07-26,Bronze,4406,2991,2023-11-14
CLI05285,2024-04-16,Bronze,3151,2601,2024-12-22
CLI03687,2023-06-11,Bronze,4284,2270,2023-10-05
CLI01871,2023-10-31,Bronze,234,106,2024-10-26
CLI04449,2024-07-12,Bronze,7823,5023,2025-12-29
CLI00248,2023-06-11,Bronze,1241,116,2025-04-06
CLI03993,2023-09-29,Silver,17287,12588,2024-09-03
CLI03232,2025-05-16,Bronze,4410,3100,2025-09-02
CLI02165,2022-04-24,Bronze,541,173,2023-05-20
CLI06044,2024-10-26,Bronze,3263,1303,2024-12-02
CLI01297,2023-08-08,Bronze,1576,577,2023-12-16
