id_transaccion,fecha,id_tienda,canal,id_cliente,categoria,monto_neto,unidades,medio_pago
TX0026882,2023-12-06,T17,Tienda,,Textil hogar,22398.69,3,Tarjeta debito
TX0006893,2025-02-19,T10,Tienda,CLI04400,Organizacion,10505.8,1,Tarjeta debito
TX0005867,2025-08-28,T19,Tienda,,Iluminacion,23143.86,2,Tarjeta credito
TX0046206,2024-01-16,,Online,CLI03827,Baño,9984.53,1,Efectivo
TX0016849,2023-09-22,T24,Tienda,,Cocina y mesa,10258.0,4,Tarjeta debito
TX0049140,2024-03-02,,Online,,Iluminacion,10243.02,1,Efectivo
TX0019780,2023-12-17,T06,Tienda,,Baño,20946.95,1,Tarjeta credito
TX0033965,2023-10-27,T07,Tienda,,Iluminacion,15126.62,2,Efectivo
TX0032224,2023-05-09,,Online,CLI00718,Baño,8942.08,2,Efectivo
TX0033390,2024-06-26,,Online,CLI01307,Decoracion,18375.0,1,Efectivo
TX0027616,2024-02-22,T06,Tienda,CLI03332,Textil hogar,-20272.85,2,Tarjeta credito
TX0026218,2023-07-19,T27,Tienda,CLI00996,Baño,11917.64,1,Billetera virtual
TX0041932,2023-12-26,T11,Tienda,CLI05862,Cocina y mesa,15757.1,1,Tarjeta credito
TX0041814,2024-03-21,,Online,,Baño,8766.51,1,Billetera virtual
TX0036483,2024-11-15,,Online,CLI03755,Baño,4532.49,1,Tarjeta debito
TX0001458,2024-10-17,,Online,,Muebles,49718.55,4,Tarjeta debito
TX0043473,2022-07-14,T16,Tienda,,Textil hogar,18660.81,2,Tarjeta debito
TX0041314,2022-10-12,T18,Tienda,CLI04754,Iluminacion,19883.45,1,Efectivo
TX0014238,2025-07-21,T22,Tienda,CLI00283,Baño,7039.07,3,Tarjeta credito
TX0047345,2024-02-19,T18,Tienda,,Decoracion,20904.76,1,Tarjeta debito
TX0018085,2024-05-16,T15,Tienda,,Textil hogar,24095.29,1,Efectivo
TX0003690,2025-09-29,T02,Tienda,CLI04293,Cocina y mesa,13446.34,1,Tarjeta debito
TX0044210,2025-09-21,T05,Tienda,,Decoracion,25289.73,3,Tarjeta debito
TX0009016,2024-06-07,T16,Tienda,CLI03148,Organizacion,3779.68,1,Tarjeta credito
TX0035154,2024-08-29,T03,Tienda,,Textil hogar,13957.59,2,Tarjeta credito
TX0024570,2023-04-21,,Online,,Muebles,70855.16,1,Efectivo
TX0042768,2023-09-14,T09,Tienda,,Decoracion,12336.28,1,Billetera virtual
TX0027420,2023-08-01,T08,Tienda,CLI03044,Decoracion,19759.09,3,Tarjeta credito
TX0041666,2024-11-07,T15,Tienda,CLI01160,Textil hogar,16239.26,1,Tarjeta credito
TX0027668,2024-05-28,T16,Tienda,CLI02560,Cocina y mesa,11132.47,2,Efectivo
TX0001018,2022-03-10,,Online,,Organizacion,7836.5,1,Tarjeta credito
TX0029091,2023-01-02,,Online,CLI03441,Muebles,32795.4,1,Tarjeta credito
TX0036666,2025-05-01,T04,tienda,,Cocina y mesa,5907.85,5,Efectivo
TX0039897,2024-03-14,,Online,CLI06047,Decoracion,15770.29,1,Tarjeta debito
TX0030997,2024-11-26,,Online,,Decoracion,22125.22,1,Billetera virtual
TX0017709,2025-04-06,T09,Tienda,,Baño,15015.92,5,Tarjeta credito
TX0049827,2025-01-23,T14,tienda,CLI05877,Textil hogar,10913.45,3,Efectivo
TX0003024,2024-04-22,T04,Tienda,CLI02590,Muebles,51902.38,1,Tarjeta credito
TX0047758,2023-06-28,,E-commerce,CLI01196,Decoracion,30739.86,2,Billetera virtual
TX0011754,2023-12-01,T09,Tienda,,Textil hogar,21503.43,3,Billetera virtual
TX0008945,2024-08-04,,E-commerce,CLI04346,Organizacion,11026.89,4,Billetera virtual
TX0020223,2025-08-11,,Online,,Cocina y mesa,3902.34,1,Tarjeta credito
TX0034389,2023-10-16,T21,Tienda,,Cocina y mesa,9024.85,2,Tarjeta debito
TX0014610,2025-10-01,T04,Tienda,CLI01287,Baño,7262.66,2,Billetera virtual
TX0038985,2024-04-18,,Online,CLI04919,Cocina y mesa,10028.06,1,Tarjeta debito
TX0042079,2025-05-25,,Online,CLI05947,Cocina y mesa,15486.2,1,Billetera virtual
TX0033033,2023-02-27,T10,Tienda,CLI05114,Decoracion,16130.79,1,Tarjeta credito
TX0020556,2025-08-15,T26,Tienda,,Baño,7730.2,3,Billetera virtual
TX0018908,2024-01-26,,Online,,Decoracion,15042.47,2,Efectivo
TX0013654,2025-03-21,T06,Tienda,,Baño,7731.79,1,Billetera virtual
TX0042732,2024-07-04,T04,tienda,,Iluminacion,25465.16,3,Billetera virtual
TX0039196,2023-08-17,,Online,CLI05486,Decoracion,8145.42,3,Tarjeta debito
TX0018767,2024-03-17,T25,Tienda,,Iluminacion,-19822.17,1,Tarjeta credito
TX0004793,2025-01-30,T14,Tienda,,Decoracion,24216.46,1,Tarjeta debito
TX0041825,2025-04-03,T05,Tienda,CLI01544,Baño,8277.48,2,Billetera virtual
TX0021081,2023-03-04,T19,Tienda,CLI00630,Muebles,55537.04,2,Efectivo
TX0022334,2025-01-27,T25,Tienda,,Iluminacion,25302.56,1,Efectivo
TX0033590,2024-04-10,T15,Tienda,,Decoracion,8485.15,1,Tarjeta debito
TX0021916,2024-04-06,T21,Tienda,CLI01231,Cocina y mesa,12319.87,2,Billetera virtual
TX0046922,2022-11-16,T02,Tienda,CLI04836,Cocina y mesa,13492.84,2,Billetera virtual
TX0004860,2025-04-17,T21,Tienda,,Muebles,58457.45,3,Tarjeta credito
TX0040765,2023-11-02,,Online,,Textil hogar,20962.69,1,Efectivo
TX0023924,2024-08-12,,Online,CLI03963,Decoracion,14870.67,3,Tarjeta credito
TX0006420,2023-03-25,T20,Tienda,CLI00465,Organizacion,6160.75,1,Tarjeta debito
TX0033665,2024-05-30,T06,Tienda,CLI05705,Decoracion,21231.72,3,Efectivo
TX0003348,2024-08-27,,E-commerce,,Muebles,45581.16,4,Tarjeta debito
TX0043610,2024-02-15,,Online,CLI02227,Muebles,51352.6,2,Tarjeta debito
TX0019588,2022-08-03,T21,Tienda,CLI05998,Muebles,63351.05,1,Billetera virtual
TX0028718,2024-09-16,T23,Tienda,,Iluminacion,28384.47,1,Tarjeta debito
TX0018227,2024-06-23,,E-commerce,CLI03248,Iluminacion,24888.61,1,Billetera virtual
TX0016237,2025-08-21,,E-commerce,CLI05168,Cocina y mesa,6940.12,1,Billetera virtual
TX0049705,2022-10-04,T20,Tienda,,Textil hogar,22110.83,3,Tarjeta debito
TX0002626,2022-11-28,T26,Tienda,,Organizacion,5767.9,3,Tarjeta credito
TX0044125,2023-04-01,T15,Tienda,CLI01003,Baño,10342.6,1,Billetera virtual
TX0043917,2022-11-16,T05,Tienda,,Iluminacion,4472.05,2,Billetera virtual
TX0040593,2023-05-02,T28,Tienda,CLI01560,Textil hogar,8363.26,2,Tarjeta debito
TX0044074,2024-10-19,T06,Tienda,CLI05421,Cocina y mesa,12804.73,1,Billetera virtual
TX0021301,2023-12-10,T05,Tienda,,Cocina y mesa,32877.93,1,Billetera virtual
TX0011926,2025-07-11,,Online,,Baño,10216.85,2,Efectivo
TX0010004,2023-10-20,T01,Tienda,,Baño,7137.48,1,Billetera virtual
TX0001176,2023-07-21,,Online,CLI01221,Muebles,66248.93,2,Efectivo
TX0046565,2024-06-13,T23,Tienda,,Muebles,61915.43,2,Billetera virtual
TX0025265,2023-11-26,,Online,CLI01878,Organizacion,14282.84,3,Efectivo
TX0007950,2025-05-01,T05,Tienda,,Decoracion,12238.82,2,Efectivo
TX0027481,2023-12-27,,Online,,Iluminacion,51382.82,2,Billetera virtual
TX0033727,2025-02-08,,E-commerce,CLI05382,Muebles,90402.89,4,Billetera virtual
TX0049249,2022-05-18,,Online,CLI01188,Baño,9379.25,6,Billetera virtual
TX0030775,2023-08-24,T04,Tienda,CLI03219,Baño,11557.17,1,Efectivo
TX0018442,2024-05-05,T01,Tienda,,Decoracion,19171.82,3,Tarjeta credito
TX0043993,2023-09-20,,Online,CLI01999,Textil hogar,17368.25,1,Billetera virtual
TX0026698,2023-11-01,T16,Tienda,CLI03136,Baño,-17846.31,1,Efectivo
TX0033032,2023-07-25,T21,Tienda,,Baño,12598.84,2,Efectivo
TX0043647,2024-11-01,,Online,CLI02136,Iluminacion,19402.94,2,Billetera virtual
TX0007289,2022-11-22,,Online,CLI00069,Textil hogar,14308.76,1,Tarjeta debito
TX0026403,2023-01-08,,Online,CLI02575,Decoracion,15550.69,1,Efectivo
TX0044643,2022-10-18,T06,tienda,CLI05582,Decoracion,15208.5,1,Tarjeta debito
TX0007874,2023-07-20,T28,Tienda,,Textil hogar,12174.66,4,Tarjeta credito
TX0030257,2024-07-23,T24,Tienda,,Cocina y mesa,9074.19,3,Tarjeta credito
TX0049626,2023-06-25,,Online,,Muebles,72906.64,3,Billetera virtual
TX0048556,2022-11-28,T19,Tienda,CLI03626,Muebles,21053.52,5,Tarjeta credito
TX0009680,2023-11-05,T17,Tienda,,Textil hogar,19905.87,2,Tarjeta debito
TX0047616,2025-03-14,T27,Tienda,CLI01799,Cocina y mesa,14601.07,1,Tarjeta credito
TX0012696,2023-11-14,T13,Tienda,CLI04919,Organizacion,5165.68,5,Tarjeta debito
TX0044031,2024-05-17,T17,Tienda,CLI00621,Muebles,64090.75,1,Efectivo
TX0029396,2023-11-19,T14,Tienda,,Organizacion,7601.32,2,Tarjeta credito
TX0044071,2023-07-01,T16,Tienda,CLI01396,Decoracion,10122.59,4,Billetera virtual
TX0036783,2024-02-17,,Online,CLI01970,Decoracion,20033.79,4,Efectivo
TX0008618,2024-08-19,,Online,CLI02322,Cocina y mesa,13348.04,2,Efectivo
TX0047220,2024-01-18,T10,Tienda,CLI04046,Iluminacion,6149.31,1,Tarjeta debito
TX0033277,2023-06-30,T13,Tienda,,Textil hogar,24771.61,1,Billetera virtual
TX0035658,2024-07-03,,Online,CLI03333,Organizacion,2320.5,3,Tarjeta credito
TX0018619,2025-02-15,,Online,,Cocina y mesa,13467.21,5,Efectivo
TX0031776,2023-10-26,T19,Tienda,,Organizacion,9283.07,1,Efectivo
TX0038435,2025-04-30,,Online,,Textil hogar,8557.79,1,Efectivo
TX0001255,2024-08-10,T28,tienda,CLI02031,Cocina y mesa,9688.71,2,Tarjeta credito
TX0014084,2024-02-28,T14,Tienda,CLI01199,Cocina y mesa,17784.89,3,Efectivo
TX0005535,2025-08-15,T01,Tienda,CLI01352,Cocina y mesa,15810.62,1,Tarjeta debito
TX0038061,2022-05-29,T07,Tienda,,Iluminacion,23096.38,4,Tarjeta debito
TX0023011,2024-09-13,,Online,CLI05612,Iluminacion,19527.6,2,Billetera virtual
TX0033146,2024-02-12,,Online,CLI01691,Iluminacion,33401.86,5,Billetera virtual
TX0026107,2025-06-01,,E-commerce,CLI00771,Muebles,112210.14,3,Billetera virtual
TX0021209,2025-05-12,T22,Tienda,,Cocina y mesa,18038.62,1,Tarjeta debito
TX0032475,2023-06-24,,Online,CLI03630,Muebles,72701.35,1,Tarjeta debito
TX0048663,2025-03-15,,Online,CLI04389,Textil hogar,15393.83,1,Billetera virtual
TX0034018,2022-12-22,T02,Tienda,,Decoracion,17872.92,1,Tarjeta debito
TX0034884,2024-09-02,,Online,CLI03186,Cocina y mesa,9152.53,3,Billetera virtual
TX0010179,2023-10-17,,Online,CLI05466,Textil hogar,5366.47,2,Efectivo
TX0040336,2024-05-25,T26,Tienda,,Baño,10815.73,1,Efectivo
TX0019450,2024-10-08,T03,Tienda,CLI06049,Muebles,48413.1,2,Tarjeta debito
TX0049037,2024-07-25,T22,Tienda,,Muebles,54519.98,3,Tarjeta credito
TX0033510,2022-12-30,T16,Tienda,CLI03064,Decoracion,25082.5,2,Tarjeta debito
TX0012496,2022-12-08,T04,Tienda,,Iluminacion,42901.94,1,Billetera virtual
TX0048352,2024-11-17,T16,Tienda,CLI05818,Muebles,54968.79,1,Tarjeta credito
TX0034657,2022-12-30,,Online,CLI00411,Organizacion,13832.98,2,Tarjeta credito
TX0017967,2025-06-12,T05,Tienda,,Textil hogar,25795.73,1,Tarjeta credito
TX0048426,2024-02-17,,E-commerce,,Organizacion,2881.01,1,Tarjeta debito
TX0020587,2024-11-19,,Online,,Iluminacion,14620.19,3,Billetera virtual
TX0041035,2025-02-09,T11,Tienda,,Decoracion,10494.05,2,Tarjeta credito
TX0037531,2025-05-20,T13,Tienda,,Iluminacion,21949.67,1,Billetera virtual
TX0001705,2025-08-23,T07,Tienda,,Iluminacion,21060.31,1,Efectivo
TX0027307,2025-02-27,T22,Tienda,,Textil hogar,9426.19,1,Tarjeta debito
TX0037836,2024-02-04,,Online,,Decoracion,15422.91,2,Tarjeta credito
TX0013332,2023-10-04,T23,Tienda,,Organizacion,14050.78,2,Efectivo
TX0032721,2025-02-24,T02,Tienda,CLI00904,Iluminacion,26547.07,1,Tarjeta debito
TX0015597,2023-10-01,T04,Tienda,CLI02691,Organizacion,10799.49,1,Efectivo
TX0047353,2024-03-24,T11,Tienda,CLI00991,Textil hogar,11392.69,3,Tarjeta credito
TX0002023,2024-12-02,T23,Tienda,,Textil hogar,27576.84,1,Billetera virtual
TX0048535,2024-11-25,,Online,CLI04406,Cocina y mesa,15304.24,2,Tarjeta credito
TX0024935,2023-10-31,,Online,,Decoracion,22389.89,4,Tarjeta credito
TX0014802,2024-02-09,T27,Tienda,CLI06021,Organizacion,9452.69,2,Efectivo
TX0039238,2023-08-26,T16,tienda,,Organizacion,10287.06,2,Tarjeta credito
TX0032782,2024-06-08,T11,Tienda,,Textil hogar,23003.36,1,Tarjeta debito
TX0001393,2023-12-07,T04,Tienda,,Organizacion,7597.54,3,Tarjeta credito
TX0003354,2024-03-09,,Online,,Iluminacion,24875.02,3,Tarjeta debito
TX0042016,2023-07-17,,Online,CLI03334,Muebles,58031.54,5,Efectivo
TX0017820,2024-11-10,T02,Tienda,,Decoracion,14053.28,1,Tarjeta credito
TX0015802,2024-02-12,,E-commerce,CLI00416,Organizacion,15320.83,1,Billetera virtual
TX0001987,2022-09-10,T11,Tienda,,Baño,9864.52,1,Efectivo
TX0013270,2024-01-09,T19,Tienda,,Decoracion,21671.58,1,Billetera virtual
TX0039650,2022-10-02,T24,Tienda,CLI02249,Decoracion,19773.16,1,Tarjeta debito
TX0040965,2025-05-31,,Online,CLI00092,Muebles,41539.68,1,Efectivo
TX0000951,2024-06-12,T13,Tienda,CLI03030,Decoracion,24117.37,2,Tarjeta credito
TX0035750,2024-07-05,T26,Tienda,CLI03426,Muebles,39996.6,1,Tarjeta credito
TX0048960,2025-07-18,T07,Tienda,CLI02087,Baño,8511.16,3,Efectivo
TX0029847,2024-01-12,T01,Tienda,,Decoracion,22336.12,1,Tarjeta credito
TX0008336,2022-12-30,,Online,CLI03225,Iluminacion,44340.5,3,Tarjeta debito
TX0043123,2025-03-27,,E-commerce,,Decoracion,-23088.47,2,Billetera virtual
TX0043165,2024-05-28,T01,Tienda,,Baño,11090.91,1,Tarjeta debito
TX0032594,2022-06-29,T04,Tienda,CLI05265,Cocina y mesa,17119.02,1,Tarjeta credito
TX0046389,2022-12-23,,Online,CLI02531,Organizacion,10098.49,1,Tarjeta debito
TX0031758,2024-06-16,,Online,CLI05899,Textil hogar,21779.21,1,Efectivo
TX0049942,2024-05-07,T24,Tienda,,Baño,4121.21,4,Tarjeta credito
TX0046538,2024-04-24,,Online,CLI03151,Iluminacion,4555.82,2,Tarjeta credito
TX0037363,2024-06-15,,Online,CLI05975,Organizacion,13833.96,4,Billetera virtual
TX0044677,2023-03-25,T05,Tienda,,Cocina y mesa,8792.07,2,Efectivo
TX0049164,2023-09-15,T20,Tienda,,Organizacion,5172.83,2,Tarjeta credito
TX0018507,2023-11-07,T14,Tienda,,Decoracion,19594.19,3,Tarjeta credito
TX0035339,2023-02-15,,Online,CLI01563,Cocina y mesa,6712.83,2,Billetera virtual
TX0028472,2023-05-17,,Online,CLI00346,Cocina y mesa,8931.29,1,Billetera virtual
TX0041292,2024-08-21,T11,Tienda,CLI02551,Textil hogar,6295.16,2,Efectivo
TX0031228,2025-01-28,T19,Tienda,CLI04756,Iluminacion,16930.77,1,Efectivo
TX0027720,2025-01-28,,Online,CLI01106,Textil hogar,15882.32,4,Tarjeta credito
TX0039475,2024-06-08,T18,Tienda,CLI00328,Organizacion,7333.28,2,Efectivo
TX0033585,2023-05-14,T02,Tienda,CLI02364,Decoracion,14243.91,1,Efectivo
TX0003528,2023-12-08,T14,Tienda,,Cocina y mesa,13748.17,2,Tarjeta debito
TX0036813,2023-12-31,T28,Tienda,CLI05094,Textil hogar,39383.37,3,Tarjeta credito
TX0020992,2025-03-02,,Online,,Cocina y mesa,15709.25,1,Tarjeta debito
TX0044470,2023-11-22,T19,Tienda,CLI01365,Textil hogar,17817.79,1,Tarjeta debito
TX0016145,2023-01-16,,Online,CLI02637,Iluminacion,19815.61,1,Efectivo
TX0020802,2022-12-28,,Online,,Decoracion,44694.89,2,Billetera virtual
TX0040847,2023-08-03,T26,Tienda,,Muebles,35899.66,3,Efectivo
TX0018490,2023-03-04,T22,Tienda,CLI01122,Baño,14572.38,1,Tarjeta debito
TX0025756,2023-06-13,,Online,,Textil hogar,11804.9,1,Tarjeta debito
TX0022771,2025-06-22,,Online,CLI03397,Textil hogar,14926.83,1,Efectivo
TX0037901,2023-07-19,,Online,,Decoracion,10581.08,3,Tarjeta debito
TX0013343,2023-08-26,,Online,CLI01421,Textil hogar,15063.24,2,Efectivo
TX0012781,2023-10-20,T03,Tienda,CLI00700,Textil hogar,14851.82,1,Efectivo
TX0015298,2025-05-06,T15,Tienda,CLI03050,Textil hogar,23925.64,1,Efectivo
TX0037909,2024-09-17,T15,Tienda,,Textil hogar,20122.09,3,Efectivo
TX0003382,2024-07-25,,Online,CLI00424,Textil hogar,-18669.6,1,Tarjeta debito
TX0045874,2023-02-07,,Online,CLI01132,Iluminacion,18788.11,1,Tarjeta credito
TX0012742,2025-09-25,T17,Tienda,CLI00803,Textil hogar,7091.6,2,Tarjeta credito
TX0030550,2023-05-19,T01,Tienda,CLI04004,Iluminacion,26537.27,1,Tarjeta credito
TX0009306,2025-11-13,T08,Tienda,CLI02754,Textil hogar,18814.37,1,Tarjeta credito
TX0044430,2022-11-04,T18,Tienda,,Baño,15035.8,1,Billetera virtual
TX0039266,2024-06-26,,Online,CLI03664,Baño,3847.68,1,Billetera virtual
TX0038237,2023-11-07,,Online,CLI04156,Organizacion,7556.6,1,Efectivo
TX0048520,2025-06-24,T27,Tienda,,Textil hogar,18401.15,2,Tarjeta debito
TX0020733,2022-08-04,,Online,,Decoracion,18041.65,1,Tarjeta credito
TX0040002,2024-06-10,T22,Tienda,CLI04758,Decoracion,19984.9,1,Efectivo
TX0016364,2022-10-11,,Online,,Cocina y mesa,9979.27,1,Billetera virtual
TX0031560,2024-06-21,T26,Tienda,,Cocina y mesa,11733.51,2,Efectivo
TX0010769,2024-10-31,,Online,,Cocina y mesa,13312.64,1,Efectivo
TX0030134,2023-12-20,T01,Tienda,CLI00844,Cocina y mesa,25151.35,3,Efectivo
TX0034669,2024-05-14,T01,Tienda,CLI05221,Decoracion,22937.09,4,Billetera virtual
TX0036579,2024-07-01,T16,Tienda,,Textil hogar,10419.34,1,Efectivo
TX0027892,2024-01-15,T04,Tienda,CLI01265,Organizacion,6245.65,1,Efectivo
TX0040059,2024-05-19,T18,Tienda,CLI00305,Textil hogar,18277.59,1,Tarjeta debito
TX0040822,2023-08-04,,Online,,Iluminacion,21427.42,3,Efectivo
TX0017108,2024-11-24,T15,Tienda,,Muebles,58473.19,1,Tarjeta debito
TX0039627,2023-04-14,T02,Tienda,CLI01364,Textil hogar,17548.38,1,Tarjeta credito
TX0020023,2025-06-06,T10,Tienda,CLI05319,Textil hogar,21752.28,1,Billetera virtual
TX0032879,2022-02-08,T22,Tienda,CLI02562,Muebles,57536.94,2,Tarjeta debito
TX0025905,2023-03-15,,Online,,Iluminacion,13274.02,1,Tarjeta debito
TX0048612,2024-08-16,T19,Tienda,CLI01919,Textil hogar,16885.48,3,Tarjeta credito
TX0007916,2024-07-22,T18,Tienda,CLI03796,Muebles,76886.18,1,Tarjeta debito
TX0043094,2025-05-24,T20,Tienda,,Baño,12223.3,1,Efectivo
TX0046100,2023-12-04,T14,Tienda,CLI05910,Decoracion,30318.26,1,Billetera virtual
TX0002632,2025-03-01,T15,Tienda,CLI05485,Iluminacion,25488.42,1,Tarjeta credito
TX0045892,2023-03-18,,Online,CLI02221,Organizacion,9366.55,1,Tarjeta credito
TX0045217,2025-01-11,,Online,,Iluminacion,18200.31,7,Tarjeta debito
TX0006825,2025-02-24,T01,Tienda,CLI03072,Textil hogar,18852.4,1,Billetera virtual
TX0036128,2023-03-09,,Online,CLI02837,Baño,7841.53,3,Billetera virtual
TX0031746,2022-11-01,T28,Tienda,,Cocina y mesa,22915.91,2,Tarjeta debito
TX0024711,2024-01-30,T13,Tienda,CLI02103,Decoracion,17148.32,2,Tarjeta debito
TX0002259,2023-01-26,T03,Tienda,,Organizacion,11998.53,2,Tarjeta debito
TX0018269,2025-05-22,T08,Tienda,CLI00943,Organizacion,6462.82,5,Tarjeta debito
TX0025193,2025-04-13,T11,Tienda,,Decoracion,24712.4,1,Tarjeta debito
TX0033165,2024-09-17,T26,Tienda,,Decoracion,24601.84,1,Billetera virtual
TX0042064,2025-03-26,,Online,CLI03293,Organizacion,2982.7,2,Tarjeta credito
TX0035022,2025-07-04,,Online,CLI00502,Cocina y mesa,15985.06,4,Tarjeta debito
TX0038249,2024-01-28,,Online,,Organizacion,7347.37,2,Efectivo
TX0049753,2024-07-15,T20,Tienda,CLI05984,Muebles,3570.11,3,Efectivo
TX0044978,2025-02-07,T01,tienda,CLI00725,Decoracion,9917.4,1,Billetera virtual
TX0025094,2025-07-12,T12,Tienda,CLI00290,Textil hogar,17636.69,3,Efectivo
TX0031237,2024-09-16,,Online,CLI03419,Muebles,48827.45,1,Tarjeta debito
TX0035924,2023-12-18,T11,Tienda,CLI02263,Decoracion,22204.82,1,Efectivo
TX0014177,2024-05-04,,Online,CLI02232,Textil hogar,12937.11,1,Efectivo
TX0008521,2024-10-07,,Online,,Textil hogar,12183.85,2,Tarjeta credito
TX0034918,2024-04-05,T12,tienda,,Cocina y mesa,15146.48,1,Efectivo
TX0008672,2024-05-11,,Online,,Textil hogar,11587.01,1,Efectivo
TX0043623,2025-05-14,T08,Tienda,CLI01901,Textil hogar,8746.55,2,Billetera virtual
TX0045392,2024-01-12,T23,Tienda,,Decoracion,30976.96,1,Tarjeta credito
TX0035427,2024-04-16,T25,tienda,,Baño,9411.27,1,Efectivo
TX0013222,2023-05-18,,Online,,Organizacion,10878.84,2,Tarjeta debito
TX0031089,2022-04-23,T14,Tienda,CLI00645,Muebles,66933.97,2,Billetera virtual
TX0034160,2024-01-20,T21,Tienda,,Cocina y mesa,9355.7,1,Tarjeta credito
TX0037944,2024-05-29,,Online,CLI03529,Cocina y mesa,14326.21,4,Tarjeta debito
TX0017522,2024-08-18,,Online,,Muebles,55991.05,2,Tarjeta debito
TX0014408,2025-08-02,T13,Tienda,CLI03555,Cocina y mesa,10254.2,3,Efectivo
TX0012664,2024-11-11,T03,Tienda,CLI01020,Textil hogar,10338.17,2,Tarjeta debito
TX0003189,2024-04-17,T14,Tienda,CLI02672,Muebles,63431.67,1,Billetera virtual
TX0025961,2023-11-27,T27,Tienda,CLI00788,Cocina y mesa,18057.71,3,Billetera virtual
TX0009655,2023-12-31,,Online,,Decoracion,4326.74,1,Tarjeta debito
TX0045354,2023-07-30,,Online,,Baño,14240.51,2,Tarjeta debito
TX0032096,2024-02-06,T24,Tienda,CLI05801,Organizacion,13214.61,2,Billetera virtual
TX0001138,2023-04-24,T10,Tienda,CLI05160,Organizacion,6252.35,1,Tarjeta credito
TX0040085,2024-10-08,T08,Tienda,,Textil hogar,11657.94,1,Billetera virtual
TX0016679,2024-10-21,,Online,CLI00649,Organizacion,9719.37,3,Efectivo
TX0037257,2023-05-31,,Online,CLI00730,Textil hogar,10289.26,1,Billetera virtual
TX0035466,2024-02-19,,Online,CLI04409,Textil hogar,11464.37,1,Tarjeta debito
TX0017782,2024-10-21,,Online,,Textil hogar,23931.87,1,Tarjeta credito
TX0003707,2024-08-28,,Online,,Iluminacion,23999.55,3,Tarjeta debito
TX0029385,2022-05-14,T13,Tienda,CLI03603,Iluminacion,26428.94,4,Billetera virtual
TX0042298,2025-02-23,,Online,CLI01934,Organizacion,6128.88,1,Tarjeta credito
TX0002442,2024-12-12,,Online,,Organizacion,19025.78,2,Billetera virtual
TX0014912,2023-08-06,T17,Tienda,CLI00298,Organizacion,6715.71,2,Billetera virtual
TX0020530,2025-05-03,T06,Tienda,CLI05154,Cocina y mesa,7008.7,4,Tarjeta credito
TX0003032,2024-10-22,,Online,CLI03435,Iluminacion,20499.27,2,Tarjeta debito
TX0035578,2024-05-14,,Online,CLI00828,Decoracion,23947.39,1,Billetera virtual
TX0039738,2023-10-28,,Online,CLI00409,Textil hogar,13129.22,4,Billetera virtual
TX0043268,2024-03-18,T20,Tienda,,Decoracion,17114.51,3,Billetera virtual
TX0041508,2025-04-02,T04,Tienda,,Cocina y mesa,14733.56,1,Efectivo
TX0036686,2023-08-19,T05,Tienda,,Decoracion,12718.48,4,Efectivo
TX0020737,2025-07-17,T26,Tienda,,Textil hogar,26245.36,1,Tarjeta credito
TX0006999,2025-02-16,,Online,,Textil hogar,10075.96,2,Tarjeta credito
TX0022863,2024-04-21,T01,Tienda,,Iluminacion,20043.11,1,Tarjeta credito
TX0048800,2025-04-06,T07,Tienda,CLI01560,Cocina y mesa,13578.15,2,Billetera virtual
TX0005044,2024-01-28,T02,Tienda,,Cocina y mesa,15511.3,1,Efectivo
TX0003984,2023-11-16,T18,Tienda,,Decoracion,31742.36,3,Billetera virtual
TX0035292,2024-05-06,T02,Tienda,,Cocina y mesa,8121.13,3,Tarjeta debito
TX0049523,2024-02-20,T19,Tienda,CLI04593,Organizacion,7564.74,1,Tarjeta credito
TX0048344,2024-11-10,T03,Tienda,CLI02168,Iluminacion,31800.74,1,Billetera virtual
TX0043814,2025-09-03,,Online,CLI05070,Decoracion,19449.84,5,Billetera virtual
TX0008813,2023-10-02,T25,Tienda,,Textil hogar,22821.8,2,Tarjeta credito
TX0004072,2024-10-01,,Online,CLI01702,Textil hogar,-12259.49,2,Tarjeta debito
TX0046568,2022-06-04,T13,Tienda,,Iluminacion,17999.08,1,Billetera virtual
TX0045663,2024-04-25,,Online,CLI02614,Cocina y mesa,15497.07,1,Tarjeta credito
TX0029506,2025-08-11,T05,Tienda,CLI05343,Textil hogar,10254.94,1,Tarjeta debito
TX0017971,2025-02-28,,Online,CLI02544,Decoracion,12589.44,1,Billetera virtual
TX0015588,2022-12-30,T03,Tienda,,Cocina y mesa,6323.0,2,Efectivo
TX0034178,2024-03-01,,Online,,Textil hogar,17342.54,6,Efectivo
TX0040403,2024-12-18,,Online,CLI00654,Cocina y mesa,500.0,1,Efectivo
TX0009731,2023-05-27,,Online,CLI04076,Cocina y mesa,9407.77,1,Billetera virtual
TX0031459,2024-03-24,T27,tienda,CLI02382,Textil hogar,11811.86,1,Efectivo
TX0032881,2024-01-02,,Online,,Organizacion,6640.26,1,Efectivo
TX0044891,2025-08-07,,Online,CLI00757,Decoracion,12399.51,1,Tarjeta debito
TX0018592,2023-04-26,,Online,,Decoracion,23585.11,2,Billetera virtual
TX0002425,2025-05-26,T09,Tienda,,Cocina y mesa,12679.79,1,Tarjeta credito
TX0040620,2024-04-10,,Online,,Organizacion,6693.07,4,Tarjeta credito
TX0018901,2022-09-19,,Online,CLI02313,Decoracion,16608.62,2,Tarjeta debito
